class,departure_time,distance.value,duration.value,duration_in_traffic.value,end_lat,end_lon,fare.value,mode,origin,pair,place_id,rank,start_lat,start_lon,status
hospital,2018-06-06 12:41:26,1.47545059,32.18333333,,47.7160344,-122.3122296,,walking,530330001003,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:26,0.4307022996,9.133333333,,47.719859,-122.295224,,walking,530330001003,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:26,0.4947172157,10.2,,47.7195272,-122.295845,,walking,530330001003,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:26,0.1671845867,3.416666667,,47.7239671,-122.2921396,,walking,530330001003,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:26,0.81230578,16.48333333,,47.7335004,-122.2919914,,walking,530330001003,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:26,0.5394655065,11.26666667,,47.7295543,-122.2927945,,walking,530330001003,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:26,0.7874456184,15.98333333,,47.7329497,-122.2919115,,walking,530330001003,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3,47.72281,-122.28945,OK
supermarket,2018-06-06 12:41:26,0.3766314481,8.2,,47.7216449,-122.2952533,,walking,530330001003,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:26,3.977004351,75.98333333,,47.680326,-122.253198,,walking,530330001003,530330001003-Magnusan-Park,Magnusan-Park,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:26,4.024860162,84.08333333,,47.68025,-122.328499,,walking,530330001003,530330001003-Greenlake-Park,Greenlake-Park,3,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:26,4.900559354,101.9,,47.711609,-122.372217,,walking,530330001003,530330001003-Carkeek-Park,Carkeek-Park,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,8.043505283,167.2833333,,47.616587,-122.321611,,walking,530330001003,530330001003-Seattle-Central-College,Seattle-Central-College,5,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,3.445618397,72.53333333,,47.699252,-122.33352,,walking,530330001003,530330001003-North-Seattle-College,North-Seattle-College,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,14.45494096,297.75,,47.54841,-122.352194,,walking,530330001003,530330001003-South-Seattle-College,South-Seattle-College,13,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,9.535736482,196.4166667,,47.598939,-122.329158,,walking,530330001003,530330001003-King-Street-Station,King-Street-Station,10,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,8.548166563,175.2833333,,47.611603,-122.33691,,walking,530330001003,530330001003-Westlake-Center,Westlake-Center,6,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,2.833436917,59.61666667,,47.702358,-122.32721,,walking,530330001003,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,10.71783717,220.1666667,,47.583574,-122.333555,,walking,530330001003,530330001003-SODO,SODO,11,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,15.2771908,314.2833333,,47.641193,-122.128259,,walking,530330001003,530330001003-Overlake-Redmond,Overlake-Redmond,14,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,9.351771287,192.4,,47.601651,-122.334226,,walking,530330001003,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,8.834679925,182.05,,47.608001,-122.334658,,walking,530330001003,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,5.110006215,102.2333333,,47.655614,-122.305211,,walking,530330001003,530330001003-University-of-Washington,University-of-Washington,3,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,12.11622126,247.35,,47.615523,-122.199049,,walking,530330001003,530330001003-Downtown-Bellevue,Downtown-Bellevue,12,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,8.635177129,179.7833333,,47.609422,-122.32512,,walking,530330001003,530330001003-First-Hill-Citywide,First-Hill-Citywide,9,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:26,7.801740211,158.4166667,,47.622933,-122.337105,,walking,530330001003,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4,47.72281,-122.28945,OK
hospital,2018-06-06 12:41:27,1.574891237,13.63333333,,47.7160344,-122.3122296,,bicycling,530330001003,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.4307022996,3.583333333,,47.719859,-122.295224,,bicycling,530330001003,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.5494095712,3.916666667,,47.7195272,-122.295845,,bicycling,530330001003,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.1671845867,1.6,,47.7239671,-122.2921396,,bicycling,530330001003,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.8483530143,4.983333333,,47.7335004,-122.2919914,,bicycling,530330001003,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.5394655065,3.966666667,,47.7295543,-122.2927945,,bicycling,530330001003,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.890615289,5.183333333,,47.7329497,-122.2919115,,bicycling,530330001003,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3,47.72281,-122.28945,OK
supermarket,2018-06-06 12:41:27,0.4934742076,4.766666667,,47.7216449,-122.2952533,,bicycling,530330001003,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,4.008701057,20.81666667,,47.680326,-122.253198,,bicycling,530330001003,530330001003-Magnusan-Park,Magnusan-Park,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,4.796146675,33.98333333,,47.68025,-122.328499,,bicycling,530330001003,530330001003-Greenlake-Park,Greenlake-Park,3,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,5.422001243,38.23333333,,47.711609,-122.372217,,bicycling,530330001003,530330001003-Carkeek-Park,Carkeek-Park,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,10.86824114,65.6,,47.616587,-122.321611,,bicycling,530330001003,530330001003-Seattle-Central-College,Seattle-Central-College,5,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,3.645742697,26.08333333,,47.699252,-122.33352,,bicycling,530330001003,530330001003-North-Seattle-College,North-Seattle-College,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,17.7078931,112.4666667,,47.54841,-122.352194,,bicycling,530330001003,530330001003-South-Seattle-College,South-Seattle-College,13,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,12.94965817,76.63333333,,47.598939,-122.329158,,bicycling,530330001003,530330001003-King-Street-Station,King-Street-Station,10,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,12.27346178,71.16666667,,47.611603,-122.33691,,bicycling,530330001003,530330001003-Westlake-Center,Westlake-Center,6,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,3.068986948,21.21666667,,47.702358,-122.32721,,bicycling,530330001003,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,14.5233064,85.36666667,,47.583574,-122.333555,,bicycling,530330001003,530330001003-SODO,SODO,11,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,18.62026103,101.5333333,,47.641193,-122.128259,,bicycling,530330001003,530330001003-Overlake-Redmond,Overlake-Redmond,14,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,12.51584835,76.98333333,,47.601651,-122.334226,,bicycling,530330001003,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,11.88502175,72.43333333,,47.608001,-122.334658,,bicycling,530330001003,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,7.791796147,41.75,,47.655614,-122.305211,,bicycling,530330001003,530330001003-University-of-Washington,University-of-Washington,3,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,14.384711,81.15,,47.615523,-122.199049,,bicycling,530330001003,530330001003-Downtown-Bellevue,Downtown-Bellevue,12,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,11.56308266,71.06666667,,47.609422,-122.32512,,bicycling,530330001003,530330001003-First-Hill-Citywide,First-Hill-Citywide,9,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,11.11870727,61.4,,47.622933,-122.337105,,bicycling,530330001003,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4,47.72281,-122.28945,OK
hospital,2018-06-06 12:41:27,1.574891237,6.7,,47.7160344,-122.3122296,,driving,530330001003,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.4307022996,3.066666667,,47.719859,-122.295224,,driving,530330001003,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.5494095712,2.866666667,,47.7195272,-122.295845,,driving,530330001003,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.1671845867,1.383333333,,47.7239671,-122.2921396,,driving,530330001003,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.81230578,2.566666667,,47.7335004,-122.2919914,,driving,530330001003,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.5394655065,1.716666667,,47.7295543,-122.2927945,,driving,530330001003,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.7980111871,2.95,,47.7329497,-122.2919115,,driving,530330001003,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3,47.72281,-122.28945,OK
supermarket,2018-06-06 12:41:27,0.3940335612,3.65,,47.7216449,-122.2952533,,driving,530330001003,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,4.414543195,11.23333333,,47.680326,-122.253198,,driving,530330001003,530330001003-Magnusan-Park,Magnusan-Park,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,5.15226849,13.56666667,,47.68025,-122.328499,,driving,530330001003,530330001003-Greenlake-Park,Greenlake-Park,3,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,5.03231821,17.76666667,,47.711609,-122.372217,,driving,530330001003,530330001003-Carkeek-Park,Carkeek-Park,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,8.641392169,19.81666667,,47.616587,-122.321611,,driving,530330001003,530330001003-Seattle-Central-College,Seattle-Central-College,5,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,4.105034183,14.2,,47.699252,-122.33352,,driving,530330001003,530330001003-North-Seattle-College,North-Seattle-College,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,15.34369173,27.23333333,,47.54841,-122.352194,,driving,530330001003,530330001003-South-Seattle-College,South-Seattle-College,13,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,10.78806712,20.03333333,,47.598939,-122.329158,,driving,530330001003,530330001003-King-Street-Station,King-Street-Station,10,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,8.948415165,18.48333333,,47.611603,-122.33691,,driving,530330001003,530330001003-Westlake-Center,Westlake-Center,6,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,2.958980733,11.61666667,,47.702358,-122.32721,,driving,530330001003,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,11.04226227,20.91666667,,47.583574,-122.333555,,driving,530330001003,530330001003-SODO,SODO,11,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,17.42386576,28.4,,47.641193,-122.128259,,driving,530330001003,530330001003-Overlake-Redmond,Overlake-Redmond,14,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,9.417029211,20.21666667,,47.601651,-122.334226,,driving,530330001003,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,9.385954009,18.86666667,,47.608001,-122.334658,,driving,530330001003,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,5.220633934,17.96666667,,47.655614,-122.305211,,driving,530330001003,530330001003-University-of-Washington,University-of-Washington,3,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,14.99440646,25.43333333,,47.615523,-122.199049,,driving,530330001003,530330001003-Downtown-Bellevue,Downtown-Bellevue,12,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,9.536357986,19.86666667,,47.609422,-122.32512,,driving,530330001003,530330001003-First-Hill-Citywide,First-Hill-Citywide,9,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,8.189558732,18.95,,47.622933,-122.337105,,driving,530330001003,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4,47.72281,-122.28945,OK
hospital,2018-06-06 12:41:27,1.56308266,12.58333333,,47.7160344,-122.3122296,2.5,transit,530330001003,530330001003-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.561839652,5.283333333,,47.719859,-122.295224,2.5,transit,530330001003,530330001003-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.5133623369,4.116666667,,47.7195272,-122.295845,2.5,transit,530330001003,530330001003-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,0.1671845867,3.416666667,,47.7239671,-122.2921396,,transit,530330001003,530330001003-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1,47.72281,-122.28945,OK
pharmacy,2018-06-06 12:41:27,1.101305158,8.533333333,,47.7335004,-122.2919914,2.5,transit,530330001003,530330001003-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,0.6693598508,7.816666667,,47.7295543,-122.2927945,2.5,transit,530330001003,530330001003-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2,47.72281,-122.28945,OK
cafe,2018-06-06 12:41:27,1.153511498,9.633333333,,47.7329497,-122.2919115,2.5,transit,530330001003,530330001003-ChIJ-eZCL54RkFQR9CqVqUgRhOE,ChIJ-eZCL54RkFQR9CqVqUgRhOE,3,47.72281,-122.28945,OK
supermarket,2018-06-06 12:41:27,0.3847110006,6.183333333,,47.7216449,-122.2952533,2.5,transit,530330001003,530330001003-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,4.194530764,28.36666667,,47.680326,-122.253198,2.5,transit,530330001003,530330001003-Magnusan-Park,Magnusan-Park,1,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,5.875077688,46.6,,47.68025,-122.328499,2.5,transit,530330001003,530330001003-Greenlake-Park,Greenlake-Park,3,47.72281,-122.28945,OK
destination park,2018-06-06 12:41:27,7.400870106,64.36666667,,47.711609,-122.372217,2.5,transit,530330001003,530330001003-Carkeek-Park,Carkeek-Park,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,10.42635177,32.6,,47.616587,-122.321611,5,transit,530330001003,530330001003-Seattle-Central-College,Seattle-Central-College,5,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,4.303915475,34.8,,47.699252,-122.33352,2.5,transit,530330001003,530330001003-North-Seattle-College,North-Seattle-College,2,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,14.65444375,70.78333333,,47.54841,-122.352194,5,transit,530330001003,530330001003-South-Seattle-College,South-Seattle-College,13,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,9.622747048,32.46666667,,47.598939,-122.329158,2.5,transit,530330001003,530330001003-King-Street-Station,King-Street-Station,10,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,8.824735861,26.5,,47.611603,-122.33691,2.5,transit,530330001003,530330001003-Westlake-Center,Westlake-Center,6,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,3.317588564,20.6,,47.702358,-122.32721,2.5,transit,530330001003,530330001003-Northgate-Transit-Center,Northgate-Transit-Center,1,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,11.35550031,44.08333333,,47.583574,-122.333555,5,transit,530330001003,530330001003-SODO,SODO,11,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,21.96270976,68.78333333,,47.641193,-122.128259,5,transit,530330001003,530330001003-Overlake-Redmond,Overlake-Redmond,14,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,9.415164699,31.21666667,,47.601651,-122.334226,2.5,transit,530330001003,530330001003-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,8.852082039,26.7,,47.608001,-122.334658,2.5,transit,530330001003,530330001003-Downtown-Commercial-Core,Downtown-Commercial-Core,7,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,5.770665009,31.13333333,,47.655614,-122.305211,2.5,transit,530330001003,530330001003-University-of-Washington,University-of-Washington,3,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,13.80919826,67.83333333,,47.615523,-122.199049,2.5,transit,530330001003,530330001003-Downtown-Bellevue,Downtown-Bellevue,12,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,9.322560597,35.43333333,,47.609422,-122.32512,5,transit,530330001003,530330001003-First-Hill-Citywide,First-Hill-Citywide,9,47.72281,-122.28945,OK
citywide,2018-06-06 12:41:27,9.998756992,38.78333333,,47.622933,-122.337105,5,transit,530330001003,530330001003-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4,47.72281,-122.28945,OK
hospital,2018-06-06 12:41:28,1.295214419,27.9,,47.7160344,-122.3122296,,walking,530330001005,530330001005-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:28,0.5910503418,11.6,,47.7160015,-122.297606,,walking,530330001005,530330001005-ChIJ_y6GyGMRkFQRpwKOOHcu2Ps,ChIJ_y6GyGMRkFQRpwKOOHcu2Ps,3,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:28,0.2778123058,5.366666667,,47.719859,-122.295224,,walking,530330001005,530330001005-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:28,0.3418272219,6.566666667,,47.7195272,-122.295845,,walking,530330001005,530330001005-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:28,0.2952144189,6.616666667,,47.7239671,-122.2921396,,walking,530330001005,530330001005-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:28,0.7936606588,16.33333333,,47.7335004,-122.2919914,,walking,530330001005,530330001005-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:28,0.5214418894,10.56666667,,47.7295543,-122.2927945,,walking,530330001005,530330001005-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2,47.72293,-122.29444,OK
supermarket,2018-06-06 12:41:28,0.2237414543,4.433333333,,47.7216449,-122.2952533,,walking,530330001005,530330001005-ChIJtXDFJnsRkFQR_g_vXyHNovI,ChIJtXDFJnsRkFQR_g_vXyHNovI,1,47.72293,-122.29444,OK
destination park,2018-06-06 12:41:28,4.186451212,81.53333333,,47.680326,-122.253198,,walking,530330001005,530330001005-Magnusan-Park,Magnusan-Park,1,47.72293,-122.29444,OK
destination park,2018-06-06 12:41:28,3.892479801,82.1,,47.68025,-122.328499,,walking,530330001005,530330001005-Greenlake-Park,Greenlake-Park,3,47.72293,-122.29444,OK
destination park,2018-06-06 12:41:28,4.720323182,97.61666667,,47.711609,-122.372217,,walking,530330001005,530330001005-Carkeek-Park,Carkeek-Park,2,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,7.911746426,165.3,,47.616587,-122.321611,,walking,530330001005,530330001005-Seattle-Central-College,Seattle-Central-College,5,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,3.305158484,69.25,,47.699252,-122.33352,,walking,530330001005,530330001005-North-Seattle-College,North-Seattle-College,2,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,14.3225606,295.75,,47.54841,-122.352194,,walking,530330001005,530330001005-South-Seattle-College,South-Seattle-College,13,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,9.403356122,194.4166667,,47.598939,-122.329158,,walking,530330001005,530330001005-King-Street-Station,King-Street-Station,10,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,8.416407707,173.3,,47.611603,-122.33691,,walking,530330001005,530330001005-Westlake-Center,Westlake-Center,6,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,2.693598508,56.33333333,,47.702358,-122.32721,,walking,530330001005,530330001005-Northgate-Transit-Center,Northgate-Transit-Center,1,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,10.58545681,218.1833333,,47.583574,-122.333555,,walking,530330001005,530330001005-SODO,SODO,11,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,15.14543195,312.3,,47.641193,-122.128259,,walking,530330001005,530330001005-Overlake-Redmond,Overlake-Redmond,14,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,9.22001243,190.4166667,,47.601651,-122.334226,,walking,530330001005,530330001005-Downtown-Pioneer-Square,Downtown-Pioneer-Square,8,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,8.702921069,180.0666667,,47.608001,-122.334658,,walking,530330001005,530330001005-Downtown-Commercial-Core,Downtown-Commercial-Core,7,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,4.978247359,100.25,,47.655614,-122.305211,,walking,530330001005,530330001005-University-of-Washington,University-of-Washington,3,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,11.98384089,245.3666667,,47.615523,-122.199049,,walking,530330001005,530330001005-Downtown-Bellevue,Downtown-Bellevue,12,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,8.503418272,177.8,,47.609422,-122.32512,,walking,530330001005,530330001005-First-Hill-Citywide,First-Hill-Citywide,9,47.72293,-122.29444,OK
citywide,2018-06-06 12:41:28,7.669981355,156.4333333,,47.622933,-122.337105,,walking,530330001005,530330001005-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4,47.72293,-122.29444,OK
hospital,2018-06-06 12:41:28,1.336233686,11.58333333,,47.7160344,-122.3122296,,bicycling,530330001005,530330001005-ChIJEerXpl0RkFQRDOjfwBQDzlA,ChIJEerXpl0RkFQRDOjfwBQDzlA,1,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:28,0.6078309509,3.95,,47.7160015,-122.297606,,bicycling,530330001005,530330001005-ChIJ_y6GyGMRkFQRpwKOOHcu2Ps,ChIJ_y6GyGMRkFQRpwKOOHcu2Ps,3,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:28,0.3331261653,2.266666667,,47.719859,-122.295224,,bicycling,530330001005,530330001005-ChIJ17BqS3sRkFQR31AY2_7b1Vg,ChIJ17BqS3sRkFQR31AY2_7b1Vg,1,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:28,0.3604723431,2.883333333,,47.7195272,-122.295845,,bicycling,530330001005,530330001005-ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,ChIJ8fdfu2QRkFQRvoCQ1-nxHo0,2,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:28,0.2952144189,3.716666667,,47.7239671,-122.2921396,,bicycling,530330001005,530330001005-ChIJi_xMRXoRkFQRhfEsI71aRq8,ChIJi_xMRXoRkFQRhfEsI71aRq8,1,47.72293,-122.29444,OK
pharmacy,2018-06-06 12:41:28,0.9770043505,7.1,,47.7335004,-122.2919914,,bicycling,530330001005,530330001005-ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,ChIJKXaRMp4RkFQRr9i6RGtJ8Uo,3,47.72293,-122.29444,OK
cafe,2018-06-06 12:41:28,0.6681168428,6.083333333,,47.7295543,-122.2927945,,bicycling,530330001005,530330001005-ChIJj_FFZtRkCEERwclskRbTlO0,ChIJj_FFZtRkCEERwclskRbTlO0,2,47.72293,-122.29444,OK
